,raw,clean,prediction
69,"""Saya hanya berharap, bkn saran; agar pemerintah benar2 berencana dg baik, adil dan bertanggungjawab atas program vaksinasi pandemi covid ini. Bkn saja demi keselamatan, ttp sejatinya vaksin ini juga dibayar oleh rakyat melalui pajak yg masuk APBN. Tdk sekedar gratis""

#Kisihati",saya hanya harap bukan saran agar perintah benar rencana dengan baik adil dan bertanggungjawab atas program vaksinasi pandemi covid ini bukan saja demi selamat tetap sejati vaksin ini juga bayar oleh rakyat lalu pajak yang masuk apbn tidak dar gratis,1
70,"@Ivan_fadillah97 @Yugi_6969 @detikcom jangan sok keras lalu ujung2 nyusahin pemerintah,lu boleh sok keras asal lu memang keras kalo kena pakai duit lu sendiri semua,tunggu aja ada saatnya yang tidak mau vaksin kena covid biaya tidak gratis dan tidak ditanggung BPJS biar lu rasain sekarat kena covid ga bisa berobat🤣",jangan sok keras lalu akhir susah perintah kamu boleh sok keras asal kamu memang keras jika kena pakai duit kamu sendiri semua tunggu saja ada saat yang tidak mau vaksin kena covid biaya tidak gratis dan tidak tanggung bpjs supaya kamu rasai sekarat kena covid enggak bisa obat,0
71,"Kapan saya bisa dapat vaksin booster gratis, Min?

- Kamu bisa dapat vaksin booster setelah 6 bulan vaksin dosis kedua
- Jadwal dan tiket vaksinasi sudah muncul di aplikasi PeduliLindungi pada menu “Status Vaksinasi &amp; Hasil Tes COVID-19”",kapan saya bisa dapat vaksin booster gratis min kamu bisa dapat vaksin booster telah bulan vaksin dosis dua jadwal dan tiket vaksinasi sudah muncul di aplikasi pedulilindungi pada menu status vaksinasi amp hasil tes covid,1
72,"Min, kapan vaksin booster COVID-19 dimulai?

Vaksin booster diberikan kepada masyarakat mulai 12 Januari 2022 secara gratis.",min kapan vaksin booster covid mulai vaksin booster beri kepada masyarakat mulai januari cara gratis,1
73,"Alhamdulillah gejalanya sejauh ini hanya demam, batuk, dan flu saja. Dan kondisinya sepenuhnya alhamdulillah masih terkendali. 

Sisi positifnya katanya kita jadi mendapat vaksin alami gratis, karena varian omicron ini gejalanya sebenarnya relatif ringan.

#COVID19",alhamdulillah gejala jauh ini hanya demam batuk dan flu saja dan kondisi sepenuh alhamdulillah masih kendali sisi positif kata kita jadi dapat vaksin alami gratis karena varian omicron ini gejala benar relatif ringan,1
74,"@alisyarief @mohmahfudmd Apa haruS ada paksaan Smoe segitunya?apa jaminan org vaksin bebas covid?emoirisnya banyak yg terpapar hbs di vaksin,trus ininkan gratis,klu rakyat gk mau kan negara gk leluar duit,masalahnya apa klu ada yg gk mau di vaksin??",apa harus ada paksa smoe begitu apa jamin orang vaksin bebas covid emoirisnya banyak yang papar habis di vaksin terus ininkan gratis kalau rakyat enggak mau kan negara enggak luar duit masalah apa kalau ada yang enggak mau di vaksin,0
75,@MprAldo Gampang aja kalau gak mau vaksin. Tandain dan kalau kena Covid-19 dilarang terima pengobatan gratis dari pemerintah. Gitu aja kok repot.,gampang saja kalau enggak mau vaksin tandain dan kalau kena covid larang terima obat gratis dari perintah begitu saja kok repot,0
76,"@dr_tompi omicron itu sejenis ""vaksin gratis"".
Selama penularan omicron massif sebaiknya tingkatkan daya tahan tubuh.  Omicron dg gejala minimal malah jadi obat shg sel memory kita aktif utk tingkatkan anti bodi.
Tidak ada satupun dokter di dunia ini yg tahu obat covid19 yg manjur.",omicron itu jenis vaksin gratis lama tular omicron sama if baik tingkat daya tahan tubuh omicron dengan gejala minimal bahkan jadi obat sehingga sel memory kita aktif untuk tingkat anti bodi tidak ada satu dokter di dunia ini yang tahu obat covid yang manjur,1
77,"@sang_alang @__anomali__ Oh jadi obat COVID dan vaksin itu ngga gratis ya?

Ngga sama dengan keju perangkap tikus ya?

Kok kalian pada ngeles mencla-mencle Nat?

Bisa berpikir dengan jernih dan WAJAR tidak EKSTREM sebelum ASBACOT?

Jangan KHIANATI BANGSA-MU SENDIRI",oh jadi obat covid dan vaksin itu enggak gratis iya enggak sama dengan keju perangkap tikus iya kok kalian pada kilah mencla mencle nat bisa pikir dengan jernih dan wajar tidak ekstrem belum asbacot jangan khianat bangsa mu sendiri,0
78,"@kompascom Kalau kena covid tanggung biaya sendiri, jangan Nyalahin Pemerintah. Untung dikasih kebijakan vaksin gratis Masih gak dipakai pikirannya. Padahal buat Kesehatan diri sendiri Dan sekitar juga, ini namanya egois .",kalau kena covid tanggung biaya sendiri jangan salah perintah untung kasih bijak vaksin gratis masih enggak pakai pikir padahal buat sehat diri sendiri dan sekitar juga ini nama egois,0
79,"@greatlove_sir @tastaptian @RiboetKenArok @BanserGila @ribert_yayan @abu_waras Gw bilang gak becus??? Hellooooow... 
Gw bilang vaksin gak gratis-gratis banget. 
Karena masyarakat juga bayar pajak. 
Lah, covid emank jadi pandemi global?
Emank Indi aja yg terdampak?? 
Kalau pemerintah gak ambil aksi atasi covid, bisa dikucilkan dunia internasional. 
Hellowwww",gue bilang enggak becus halo gue bilang vaksin enggak gratis gratis banget karena masyarakat juga bayar pajak lah covid memang jadi pandemi global memang indi saja yang dampak kalau perintah enggak ambil aksi atas covid bisa kucil dunia internasional halo,0
80,"Program ini adalah wujud komitmen NasDem untuk melindungi masyarakat khususnya di Kota Bandung agar terhindar dari Covid-19.

Vaksinasi booster ini gratis dan menggunakan vaksin AstraZeneca.",program ini adalah wujud komitmen nasdem untuk lindung masyarakat khusus di kota bandung agar hindar dari covid vaksinasi booster ini gratis dan guna vaksin astrazeneca,1
81,"Untuk di Prancis, kita bisa verifikasi vaksin dan dapet Pass Sanitaire dengan barcode. Ke mana2 harus nunjukin dokumen ini. Daftar ke farmasi, bayar  36 euro. Dengan ini, kita juga bisa tes covid gratis, lalu diberi barcode lg.",untuk di prancis kita bisa verifikasi vaksin dan dapat apa sanitaire dengan barcode ke mana harus nunjukin dokumen ini daftar ke farmasi bayar euro dengan ini kita juga bisa tes covid gratis lalu beri barcode lagi,1
82,"@drpriono1 Udah ada aturan dari pemerintah pusat &amp; daerah? Kalo udah vaksin kedua atau mungkin booster tapi apes masih kena covid, perawatan gratis?",sudah ada atur dari perintah pusat amp daerah jika sudah vaksin dua atau mungkin booster tapi sial masih kena covid awat gratis,0
83,"Vaksin gratis protes, jatuh sakit kena covid dirawat gratis pula, masih aja demo protes.

TERUSKAN KEBODOHANMU SOBAT!!!",vaksin gratis protes jatuh sakit kena covid rawat gratis pula masih saja demo protes terus bodoh sobat,0
84,@yunartowijaya Giliran kena covid minta dirawat gratis harusnya kaya Singapura yg ga mau vaksin kena covid dirawat bayar sendiri,gilir kena covid minta rawat gratis harus kayak singapura yang enggak mau vaksin kena covid rawat bayar sendiri,0
85,"@cagubnyinyir2 @ChBdmn @bin_martakusuma @SoffiAgus @alex_hunter146 @durysna @suryasena53 @Mujirahadi2 @still_hendro @KodratArief @kangmirdja @BHD_8 Beginilah hasil dari provokasi oleh Aldo dan Nicho Silalahi.

Ya udah pak @jokowi .

Untuk Tasikmalaya, cabut gratis vaksin plus pengobatan covid.

Gak ada guna menolong masyarakat cacat nalar dan akal.",begini hasil dari provokasi oleh aldo dan nicho silalahi iya sudah pak untuk tasikmalaya pergi gratis vaksin plus obat covid enggak ada guna tolong masyarakat cacat nalar dan akal,0
86,@NinjaCir3ng @MasterSifu11 @KemenkesRI Lagi binun sukseskan vaksin gratis ato alat tes dan obat2 covid berBAYAR kale yeee ? Wakakak,lagi bun sukses vaksin gratis atau alat tes dan obat covid bayar kali ye wakakak,1
87,@AREAJULID Guys come on ayo test yuk di puskesmas gratis. I got covid padahal udah vaksin lengkap dan selalu taat prokes. Dari yg udah muak banget sampe mikir ni kalo ortu kena gimana ya. Ampe tweet ini dibuat tidur cuman 2 jam karna batuk berdahak gaberenti. Pls,teman come on ayo test yuk di puskesmas gratis got covid padahal sudah vaksin lengkap dan selalu taat prokes dari yang sudah muak banget sampai mikir ini jika orang tua kena bagaimana iya sampai tweet ini buat tidur hanya jam karena batuk dahak gaberenti tolong,1
88,"@L41nN4m4 @dylafhara @MprAldo Gak mau Vaksin, tapi kalo kena Covid minta pengobatan gratis dari pemerintah. 😊🤭",enggak mau vaksin tapi jika kena covid minta obat gratis dari perintah,0
89,"@MprAldo vaksin gratis,udh difasilitasi sama pemerintah.lu2 pada tinggal daftar aja,dtg duduk manis suntik kelar,nikmatin.vaksinnya gak haram,gak mengandung BABI! ntr giliran angka kasus covid naik kita udh pada tau nih,ujung2nya lu2 orang salahin pemerintah.RIBET!",vaksin gratis sudah fasilitas sama perintah kamu pada tinggal daftar saja datang duduk manis suntik kelar nikmat vaksin enggak haram enggak kandung babi entar gilir angka kasus covid naik kita sudah pada tahu ini akhir nya kamu orang salah perintah ribet,0
90,Indonesia sudah mulai memasuki fase ketiga pemberian vaksinasi Covid-19 kepada masyarakat yang disebut sebagai vaksin booster. Vaksin booster resmi diedarkan secara gratis di seluruh Indonesia mulai 12 Januari 2022 lalu.,indonesia sudah mulai pasuk fase tiga beri vaksinasi covid kepada masyarakat yang sebut bagai vaksin booster vaksin booster resmi edar cara gratis di seluruh indonesia mulai januari lalu,1
91,"@afiiputrif HAHAHHAHA kok valid sih, vaksin covid cari yg gratis, andai vaksin kucing di subsidi pemerintah ya 🥲🥲🥲🥲",hahahhaha kok valid sih vaksin covid cari yang gratis andai vaksin kucing di subsidi perintah iya,1
92,@ABSetyono @PlateJohnny Menkominfo @PlateJohnny memastikan bahwa booster vaksin Covid-19 diberikan gratis oleh pemerintah.  Program vaksinasi Covid-19 dosis ketiga (booster) ini telah dimulai per 12 Januari 2022 lalu. Masyarakat Indonesia harusnya menyambut dengan antusias. @kemkominfo,menkominfo pasti bahwa booster vaksin covid beri gratis oleh perintah program vaksinasi covid dosis tiga booster ini telah mulai per januari lalu masyarakat indonesia harus sambut dengan antusias,1
93,@ABSetyono @PlateJohnny @kemkominfo @PlateJohnny  memastikan bahwa booster vaksin Covid-19 diberikan gratis oleh pemerintah.  Program vaksinasi Covid-19 dosis ketiga (booster) ini telah dimulai per 12 Januari 2022 lalu.,pasti bahwa booster vaksin covid beri gratis oleh perintah program vaksinasi covid dosis tiga booster ini telah mulai per januari lalu,1
94,@ABSetyono @PlateJohnny MenKomInfo @PlateJohnny memastikan bahwa booster vaksin Covid-19 diberikan gratis oleh pemerintah.  Program vaksinasi Covid-19 dosis ketiga (booster) ini telah dimulai per 12 Januari 2022 lalu.,menkominfo pasti bahwa booster vaksin covid beri gratis oleh perintah program vaksinasi covid dosis tiga booster ini telah mulai per januari lalu,1
95,"@oscarfx_80 @ekagumilars Hrusnya seperti apa study yg memadai? Kalau bisa cpt knapa hrs lambat? Berdsrkan apa sampai kesimplan dipaksakan? Klu soal urgent anggarn utk  penngann covid, bukankah pemerintah sdh melakukan penanganan covid dgn baik, vaksin sampai booster sdh gratis,,",harus seperti apa study yang pada kalau bisa cepat knapa harus lambat berdsrkan apa sampai kesimplan paksa kalau soal urgent anggarn untuk penngann covid bukankah perintah sudah laku tangan covid dengan baik vaksin sampai booster sudah gratis,0
96,"kadang bingung ya sama orang2 udah dikasi regulasi yg enak buat vaksin covid 19 sekarang tapi masih aja ngeluh2 dan komplain… . gratis salah, bayar tambah salah…. piyeeee to…leeee",kadang bingung iya sama orang sudah kasi regulasi yang enak buat vaksin covid sekarang tapi masih saja ngeluh dan komplain gratis salah bayar tambah salah piye tapi boleh,0
97,"@boncusho @aewin86 dan msh antivax n gk percaya covid gk kl iya bebal berarti, bebas sich gk mau di vaksin n gk percaya tp jgn koar2 jgn sembarangan kelayapan  jgn nyalahin Pemerintah dll saat semua gratis pd nolak ntr suruh byr ribut lg. Sya sich kl ktmu ormg begitu jujur lgsg menjauh 😁",dan masih antivax enggak percaya covid enggak kalau iya bebal arti bebas sih enggak mau di vaksin enggak percaya tapi jangan teriak jangan sembarang layap jangan salah perintah dan lain saat semua gratis pada nolak entar suruh bayar ribut lagi saya sih kalau ketemu ormg begitu jujur langsung jauh,0
98,"Tujuan dilaksanakan kegiatan vaksinasi lanjutan (booster) ini adalah untuk meningkatkan perlindungan tubuh terhadap resiko paparan virus Covid-19. Vaksinasi tersebut diselenggarakan secara gratis oleh Dinas Kesehatan Kab Tanggamus.

#WarOnDrugs
#BNNKTanggamus
#vaksinbooster",tuju laksana giat vaksinasi lanjut booster ini adalah untuk tingkat lindung tubuh hadap resiko papar virus covid vaksinasi sebut selenggara cara gratis oleh dinas sehat kabupaten tanggamus,1
99,Sayang nya nih ya si COVID obat nya belom specific juga. Masih di bilang ini itu iya. Hahaha. Jadi emang paling bener sih di vaksin aja terus. selama di kasih gratis yahh udahlahhh. Tapi ttp kenali diri juga sebelum di vaksin,sayang nya ini iya sih covid obat nya belum specific juga masih di bilang ini itu iya hahaha jadi memang paling benar sih di vaksin saja terus lama di kasih gratis ya sudah tapi tetap kenal diri juga belum di vaksin,1
100,"Sebanyak 10 orang vaksinator diterjunkan untuk memberikan vaksinasi Covid-19 tahap I dan II secara gratis kepada masyarakat di lokasi #CFD Jalan Kesehatan Kabupaten Pamekasan.

#imigrasipamekasan⁣
#pastiberkesan⁣
#jatimPASTIHEBAT⁣
#kumhampasti⁣
#pamekasanidolaidaman",banyak orang vaksinator terjun untuk beri vaksinasi covid tahap dan ii cara gratis kepada masyarakat di lokasi jalan sehat kabupaten pamekasan,1
101,@ABSetyono @PlateJohnny @kemkominfo Vaksinasi booster Covid-19 tidak berbayar alias gratis seperti vaksin dosis pertama dan kedua. @kemkominfo @PlateJohnny,vaksinasi booster covid tidak bayar alias gratis seperti vaksin dosis pertama dan dua,0
102,"@democrazymedia @DonAdam68 Lah, penanganan covid jalan terus pak, vaksin gratis...",lah tangan covid jalan terus pak vaksin gratis,1
103,"@_ekokuntadhi Dari sejak awal ada kasus begini kita sdh aware banget, ini jahat! Kami masyarakat berbondong2 antri ikut vaksin itu tujuannya agar kalau sampai kena covid tidak fatal.. Motif ekonomi jg tdk mungkin krn gratis, entah kenapa yg dl dgn mudah sj dilepas? Skrg ada lg.. Apakah khilaf?",dari sejak awal ada kasus begini kita sudah aware banget ini jahat kami masyarakat bondong antri ikut vaksin itu tuju agar kalau sampai kena covid tidak fatal motif ekonomi juga tidak mungkin karena gratis tidak tahu kenapa yang dulu dengan mudah saja lepas sekarang ada lagi apakah khilaf,0
104,"@sen_zens @_ekokuntadhi vaksin covid gratis, dijual jelas ga bakal laku, dan ada yg udah mau kadaluwarasa",vaksin covid gratis jual jelas enggak bakal laku dan ada yang sudah mau kadaluwarasa,0
105,@sjahtie @dehadaud Minimal mereka sdh menikmati vaksin covid gratis dan kemana mana lwat jlan tol.,minimal mereka sudah nikmat vaksin covid gratis dan mana mana lwat jlan tol,1
106,"Alhamdulilah booster vaksin Anti CoViD 19 insya Allah untuk manusia meningkat antibodi di kasih gratis bagi rakyat Indonesia.
🙏🇮🇩🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇵🇷🇺🇨🇳🇮🇹🇩🇪🇨🇦",alhamdulilah booster vaksin anti covid insya allah untuk manusia tingkat antibodi di kasih gratis bagi rakyat indonesia,1
107,"@setyoNurma @WongIndonesia12 belom pernah ngalamin org yg elo cinta meninggal di lorong rs krn covid ya bu?gw skeluarga+anak gw udh vaksin bkn bangga tapi buat lindungin orang lain spy ga ngalamin yg kita alamin,kebukti faktanya musola jarang pengumuman kedukaan lagi,ribet manusia kaya elo2,gratis aja ngeluh",belum pernah ngalamin orang yang lo cinta tinggal di lorong rs karena covid iya bu gue skeluarga anak gue sudah vaksin bukan bangga tapi buat lindungin orang lain supaya enggak ngalamin yang kita alamin bukti fakta musola jarang umum duka lagi ribet manusia kayak lo gratis saja ngeluh,0
108,"Kemungkinan Libur Panjang bakal ditiadakan karena lonjakkan kasus Covid-19 Omicron yg semakin bahaya, mereka juga ada sediakan vaksin booster yg secara gratis.

#LiburPanjangDitiadakan #JelangImlek #Covid19 #Covid19Omicron #VaksinasiGratis",mungkin libur panjang bakal tiada karena lonjak kasus covid omicron yang makin bahaya mereka juga ada sedia vaksin booster yang cara gratis,1
109,Vaksinasi “booster” Covid-19 kini dapat diberikan kepada masyarakat umum mulai 12 Januari 2022 secara gratis. Masyarakat berusia 18 tahun ke atas dapat menerima vaksinasi “booster” Covid-19 dengan jarak minimal 6 bulan setelah vaksinasi dosis 2 diberikan.,vaksinasi booster covid kini dapat beri kepada masyarakat umum mulai januari cara gratis masyarakat usia tahun ke atas dapat terima vaksinasi booster covid dengan jarak minimal bulan telah vaksinasi dosis beri,1
110,"@tukangngetok @Setiawan3833 @OrdinaryFather2 @andxz @darakasiwi @machista_x @ProfesorZubairi @DivHumas_Polri Ya bodo amat, yg penting kan gw sehat2, disumpahin covid ama orang2 kayak lu buktinya gak kena2, kalaupun kena apalagi yg omicron ini mah syukur amat, dapat vaksin alami gratis dgn gejala bapil 🤣🤣 walaupun omicron jd jualan lu buat nakut2in 🤣🤣",iya bodo amat yang penting kan gue sehat disumpahin covid sama orang seperti kamu bukti enggak kena kalaupun kena apalagi yang omicron ini mah syukur amat dapat vaksin alami gratis dengan gejala bapil walaupun omicron jadi jual kamu buat nakut ini,1
